timestamp,speed_kmh,front_cam_distance,side_cam_distance,lidar_mean,radar_rel_speed,steering_angle,brake_pressure,throttle_position
2026-01-01 00:00:00,64.96714153011233,39.87232587538428,18.092051160280526,34.63102370120295,-0.1651263185978028,-3.3924736524361085,30.063592183044577,21.581118641865814
2026-01-01 00:00:01,58.61735698828815,47.83221993926723,24.750372088487328,40.42882999514652,-2.5182513018779815,-1.5274973152682645,46.21263968528056,40.42357558394794
2026-01-01 00:00:02,66.47688538100692,38.11370118500058,25.144134976355573,36.69527779710906,-0.8618747872683098,-2.986905305225714,35.09269475256829,77.61299726143986
2026-01-01 00:00:03,75.23029856408026,45.38057705541439,28.781042766747245,41.424050175106345,3.573658637588499,0.5520902347305978,43.01581514167857,95.34269834008133
2026-01-01 00:00:04,57.658466252766644,49.99920044229817,14.065133093753388,45.43019627146573,6.38928327515257,5.985892657309564,43.01581514167857,7.8946964836622
2026-01-01 00:00:05,57.6586304305082,53.19940561059408,29.740538190778643,58.045853835976615,2.8524366543178674,-3.855210785706023,43.48321901844567,53.55366777971948
2026-01-01 00:00:06,75.79212815507391,50.01808213043336,24.758320420827722,44.14609153553157,0.5086160423588489,5.00410248884207,37.89046043876876,31.252227132430644
2026-01-01 00:00:07,67.67434729152909,37.74367053397714,19.960923581089517,28.972491518764887,7.490058851522138,-3.908360361734438,76.36938972032432,22.539389431682977
2026-01-01 00:00:08,55.30525614065048,59.88868502648607,21.093809260387644,61.680814157941924,-1.564182365257611,-4.238136062484421,12.468829406966169,50.5810683519715
2026-01-01 00:00:09,65.42560043585965,64.06355206439838,30.066614608569907,37.954918396619526,5.154596691834535,4.0929730917160665,15.13900820361986,60.60893405565368
2026-01-01 00:00:10,55.365823071875376,25.886602034465387,25.181046821414952,47.295354874744454,-1.4403139917563932,4.609681890038083,64.64117992502268,50.66998475743155
2026-01-01 00:00:11,55.34270246429743,38.55912832150679,13.755495569149707,53.35843808328854,2.1551147900544656,4.257049683813271,20.866486402000703,78.02065722011909
2026-01-01 00:00:12,62.41962271566034,38.46286475319053,17.120054993463878,50.3953250208334,-0.5678128239522574,-6.578987041090706,63.93816850332215,81.98821312594477
2026-01-01 00:00:13,60.76836887009512,35.90145348336703,26.589440076379255,61.1301545702577,-0.27926091326405433,-2.329754890360254,21.722678632680203,50.66998475743155
2026-01-01 00:00:14,60.76836887009512,62.44212262897623,24.36746126508355,53.74803772071311,-1.8869325873110496,4.114942960016607,43.01581514167857,18.064373322469496
2026-01-01 00:00:15,54.37712470759027,47.09260791840795,20.36700712291403,37.664285043634706,6.724270155903472,0.20770920281947303,41.36117791093728,59.4552562360948
